Name,Date,Rank,3yr Rev Growth %,Revenue,Industry,Employees,City,State,Rev./Employee
Edifecs,"new Date(2013,1,1)",2606,1.35,51900000.0,Software,399,Bellevue,WA,130075.18797
Kinetic,"new Date(2013,1,1)",2610,1.35,4100000.0,Software,88,Louisville,KY,46590.9090909
Proforma Signature Solutions,"new Date(2013,1,1)",2613,1.35,2000000.0,Advertising & Marketing,14,Brooklyn Heights,OH,142857.142857
Third Door Media,"new Date(2013,1,1)",2621,1.34,7700000.0,Media,23,Redding,CT,334782.608696
Bulldog Solutions,"new Date(2013,1,1)",2626,1.34,13800000.0,Advertising & Marketing,60,Austin,TX,230000.0
Merge Design & Interactive,"new Date(2013,1,1)",2629,1.34,2800000.0,Advertising & Marketing,17,Chicago,IL,164705.882353
Central Desktop,"new Date(2013,1,1)",2633,1.33,6500000.0,Software,73,Pasadena,CA,89041.0958904
Media fusion,"new Date(2013,1,1)",2645,1.33,11700000.0,Advertising & Marketing,105,Huntsville,AL,111428.571429
LeapFrog Solutions,"new Date(2013,1,1)",2648,1.33,6400000.0,Advertising & Marketing,29,Fairfax,VA,220689.655172
Rustici Software,"new Date(2013,1,1)",2668,1.31,3100000.0,Software,19,Franklin,TN,163157.894737
Trifecta Technologies,"new Date(2013,1,1)",2691,1.3,12800000.0,Software,75,Allentown,PA,170666.666667
The Rainmaker Group,"new Date(2013,1,1)",2698,1.3,20900000.0,Software,82,alpharetta,GA,254878.04878
Direct Innovations,"new Date(2013,1,1)",2700,1.3,4000000.0,Advertising & Marketing,7,Bellaire,TX,571428.571429
Primary Wave Media,"new Date(2013,1,1)",2706,1.3,3000000.0,Advertising & Marketing,15,Pleasantville,NY,200000.0
CityTwist,"new Date(2013,1,1)",2707,1.29,5400000.0,Advertising & Marketing,50,Boca Raton,FL,108000.0
Proforma Promotion Consultants,"new Date(2013,1,1)",2717,1.29,10100000.0,Advertising & Marketing,6,Stamford,CT,1683333.33333
CreativeFeed,"new Date(2013,1,1)",2718,1.29,9700000.0,Advertising & Marketing,32,New York,NY,303125.0
Wakefly,"new Date(2013,1,1)",2724,1.28,4400000.0,Advertising & Marketing,24,Westborough,MA,183333.333333
Kelton,"new Date(2013,1,1)",2727,1.28,14100000.0,Advertising & Marketing,42,Culver City,CA,335714.285714
BroadHead,"new Date(2013,1,1)",2733,1.28,12300000.0,Advertising & Marketing,51,Minneapolis,MN,241176.470588
Axceler,"new Date(2013,1,1)",2738,1.27,21800000.0,Software,123,Woburn,MA,177235.772358
Fishbowl Inventory,"new Date(2013,1,1)",2740,1.27,14800000.0,Software,97,Orem,UT,152577.319588
FunnelBox,"new Date(2013,1,1)",2741,1.27,3200000.0,Media,28,Oregon City,OR,114285.714286
CentreSource,"new Date(2013,1,1)",2745,1.27,3700000.0,Advertising & Marketing,33,Nashville,TN,112121.212121
IOMedia,"new Date(2013,1,1)",2751,1.27,13500000.0,Advertising & Marketing,133,New York,NY,101503.759398
Minds On,"new Date(2013,1,1)",2758,1.26,3000000.0,Advertising & Marketing,13,Lewis Center,OH,230769.230769
Technology Finance Partners,"new Date(2013,1,1)",2761,1.26,4400000.0,Software,13,San Bruno,CA,338461.538462
InsideSales.com,"new Date(2013,1,1)",2762,1.26,9700000.0,Software,176,Provo,UT,55113.6363636
Quality Logo Products,"new Date(2013,1,1)",2768,1.26,19000000.0,Advertising & Marketing,52,Aurora,IL,365384.615385
LawLogix Group,"new Date(2013,1,1)",2781,1.25,10400000.0,Software,57,Phoenix,AZ,182456.140351
NetDirector,"new Date(2013,1,1)",2783,1.25,4000000.0,Software,11,Tampa,FL,363636.363636
SportsSignup,"new Date(2013,1,1)",2784,1.25,3300000.0,Software,21,Saratoga Springs,NY,157142.857143
Tagged,"new Date(2013,1,1)",2787,1.25,51000000.0,Media,149,San Francisco,CA,342281.879195
Shooters,"new Date(2013,1,1)",2788,1.24,33200000.0,Media,91,Philadelphia,PA,364835.164835
LogiGear,"new Date(2013,1,1)",2800,1.24,12500000.0,Software,750,San Mateo,CA,16666.6666667
Creating Results,"new Date(2013,1,1)",2804,1.24,2100000.0,Advertising & Marketing,13,Woodbridge,VA,161538.461538
LeadDog Marketing Group,"new Date(2013,1,1)",2805,1.23,32900000.0,Advertising & Marketing,131,New York,NY,251145.038168
LeadVision Media,"new Date(2013,1,1)",2812,1.23,8100000.0,Advertising & Marketing,12,Midwest City,OK,675000.0
Amadeus Consulting,"new Date(2013,1,1)",2825,1.22,8900000.0,Software,80,Boulder,CO,111250.0
Taylor Creative,"new Date(2013,1,1)",2831,1.22,9200000.0,Advertising & Marketing,35,New York,NY,262857.142857
Decipher,"new Date(2013,1,1)",2835,1.21,19800000.0,Software,140,Fresno,CA,141428.571429
Beyond Spots & Dots,"new Date(2013,1,1)",2840,1.21,3100000.0,Advertising & Marketing,15,Pittsburgh,PA,206666.666667
Geary LSF,"new Date(2013,1,1)",2849,1.21,41700000.0,Advertising & Marketing,186,San Francisco,CA,224193.548387
Dodge Communications,"new Date(2013,1,1)",2855,1.2,5900000.0,Advertising & Marketing,42,Alpharetta,GA,140476.190476
Blue Horseshoe Solutions,"new Date(2013,1,1)",2856,1.2,23800000.0,Software,111,Carmel,IN,214414.414414
Lenati,"new Date(2013,1,1)",2873,1.19,9000000.0,Advertising & Marketing,53,Seattle,WA,169811.320755
XIFIN,"new Date(2013,1,1)",2887,1.18,29200000.0,Software,160,San Diego,CA,182500.0
LaunchSquad,"new Date(2013,1,1)",2893,1.18,9400000.0,Advertising & Marketing,85,San Francisco,CA,110588.235294
Mankin Media Systems,"new Date(2013,1,1)",2897,1.18,4500000.0,Media,12,Franklin,TN,375000.0
Bullhorn,"new Date(2013,1,1)",2909,1.17,44000000.0,Software,292,Boston,MA,150684.931507
The Sage Group,"new Date(2013,1,1)",2923,1.16,12200000.0,Advertising & Marketing,62,San Francisco,CA,196774.193548
"Fathom (Valley View, OH)","new Date(2013,1,1)",2938,1.16,14900000.0,Advertising & Marketing,121,Valley View,OH,123140.495868
Deque Systems,"new Date(2013,1,1)",2940,1.16,12100000.0,Software,44,Herndon,VA,275000.0
Outsell,"new Date(2013,1,1)",2955,1.15,13400000.0,Software,85,Minneapolis,MN,157647.058824
DataArt,"new Date(2013,1,1)",2964,1.14,30700000.0,Software,800,New York,NY,38375.0
FilmTools,"new Date(2013,1,1)",2966,1.14,20500000.0,Media,35,Burbank,CA,585714.285714
Thunder Tech,"new Date(2013,1,1)",2987,1.13,2800000.0,Advertising & Marketing,31,Cleveland,OH,90322.5806452
DeanHouston,"new Date(2013,1,1)",2989,1.13,6100000.0,Advertising & Marketing,38,Cincinnati,OH,160526.315789
Relias Learning,"new Date(2013,1,1)",3008,1.12,28600000.0,Software,161,Cary,NC,177639.751553
Prophet,"new Date(2013,1,1)",3013,1.11,92800000.0,Advertising & Marketing,228,San Francisco,CA,407017.54386
Qvidian,"new Date(2013,1,1)",3030,1.1,13500000.0,Software,98,Lowell,MA,137755.102041
mywedding.com,"new Date(2013,1,1)",3049,1.1,6900000.0,Advertising & Marketing,73,Castle Rock,CO,94520.5479452
Duarte,"new Date(2013,1,1)",3052,1.09,20400000.0,Advertising & Marketing,106,Mountain View,CA,192452.830189
VHMnetwork,"new Date(2013,1,1)",3056,1.09,4500000.0,Advertising & Marketing,10,New York,NY,450000.0
Primacy,"new Date(2013,1,1)",3067,1.09,15000000.0,Advertising & Marketing,77,Farmington,CT,194805.194805
BidSync,"new Date(2013,1,1)",3077,1.08,8300000.0,Software,75,American Fork,UT,110666.666667
Borgmeyer Marketing Group,"new Date(2013,1,1)",3095,1.07,4500000.0,Advertising & Marketing,13,Saint Charles,MO,346153.846154
Viscira,"new Date(2013,1,1)",3101,1.07,12900000.0,Software,85,San Francisco,CA,151764.705882
Platys Group,"new Date(2013,1,1)",3105,1.07,3800000.0,Software,50,somerset,NJ,76000.0
MindFire Communications,"new Date(2013,1,1)",3106,1.07,2100000.0,Advertising & Marketing,14,Le Claire,IA,150000.0
Team Epiphany,"new Date(2013,1,1)",3117,1.06,8200000.0,Advertising & Marketing,37,New York,NY,221621.621622
Solver,"new Date(2013,1,1)",3133,1.05,7000000.0,Software,26,Los Angeles,CA,269230.769231
Wilson Perkins Allen Opinion Research,"new Date(2013,1,1)",3137,1.05,4700000.0,Advertising & Marketing,16,OKLAHOMA CITY,OK,293750.0
Verge Marketing,"new Date(2013,1,1)",3146,1.04,4000000.0,Advertising & Marketing,21,New York,NY,190476.190476
Client Attraction,"new Date(2013,1,1)",3148,1.04,3100000.0,Media,8,Stamford,CT,387500.0
Juice Pharma Worldwide,"new Date(2013,1,1)",3153,1.04,53800000.0,Advertising & Marketing,186,New York,NY,289247.311828
Eview 360,"new Date(2013,1,1)",3157,1.04,12900000.0,Advertising & Marketing,34,Farmington Hills,MI,379411.764706
Planit,"new Date(2013,1,1)",3162,1.03,10500000.0,Advertising & Marketing,60,Baltimore,MD,175000.0
Tobe Direct,"new Date(2013,1,1)",3167,1.03,15600000.0,Advertising & Marketing,55,Louisville,KY,283636.363636
(Add)ventures,"new Date(2013,1,1)",3179,1.03,9900000.0,Advertising & Marketing,40,Providence,RI,247500.0
Core Creative,"new Date(2013,1,1)",3182,1.02,5700000.0,Advertising & Marketing,31,Milwaukee,WI,183870.967742
AKT Enterprises,"new Date(2013,1,1)",3186,1.02,9400000.0,Advertising & Marketing,137,Orlando,FL,68613.1386861
AvidXchange,"new Date(2013,1,1)",3188,1.02,12200000.0,Software,127,"Charlotte, NC",NC,96062.992126
Lewis PR,"new Date(2013,1,1)",3192,1.02,12200000.0,Advertising & Marketing,335,"San Francisco, CA",CA,36417.9104478
PowerPlan,"new Date(2013,1,1)",3195,1.02,77000000.0,Software,207,Atlanta,GA,371980.676329
Ace Exhibits,"new Date(2013,1,1)",3202,1.01,7800000.0,Advertising & Marketing,42,Los Angeles,CA,185714.285714
Three Deep Marketing,"new Date(2013,1,1)",3228,1.0,6200000.0,Advertising & Marketing,50,Saint Paul,MN,124000.0
IQMS,"new Date(2013,1,1)",3230,1.0,25500000.0,Software,140,Paso Robles,CA,182142.857143
BlueMedia,"new Date(2013,1,1)",3235,1.0,9400000.0,Advertising & Marketing,74,Tempe,AZ,127027.027027
ConnectWise,"new Date(2013,1,1)",3239,1.0,47000000.0,Software,257,Tampa,FL,182879.377432
Rhythm Interactive,"new Date(2013,1,1)",3241,1.0,3700000.0,Advertising & Marketing,19,Irvine,CA,194736.842105
Modus Associates,"new Date(2013,1,1)",3251,0.99,2300000.0,Advertising & Marketing,9,New York,NY,255555.555556
Booj,"new Date(2013,1,1)",3263,0.98,5200000.0,Software,64,Lakewood,CO,81250.0
Local Splash,"new Date(2013,1,1)",3266,0.98,9200000.0,Advertising & Marketing,152,Costa Mesa,CA,60526.3157895
EMSI,"new Date(2013,1,1)",3272,0.98,8800000.0,Software,80,Moscow,ID,110000.0
Nexus Systems,"new Date(2013,1,1)",3277,0.98,4600000.0,Software,44,Falls Church,VA,104545.454545
Imagine Software,"new Date(2013,1,1)",3279,0.97,10000000.0,Software,59,Charlotte,NC,169491.525424
InkHead Promotional Products,"new Date(2013,1,1)",3288,0.97,7800000.0,Advertising & Marketing,22,Winder,GA,354545.454545
Butler/Till,"new Date(2013,1,1)",3289,0.97,123600000.0,Advertising & Marketing,73,Rochester,NY,1693150.68493
Denny Mountain Media,"new Date(2013,1,1)",3290,0.97,6800000.0,Advertising & Marketing,62,Seattle,WA,109677.419355
Triple Point Technology,"new Date(2013,1,1)",3291,0.97,173400000.0,Software,865,Westport,CT,200462.427746
GPS Insight,"new Date(2013,1,1)",3294,0.97,15000000.0,Software,43,Scottsdale,AZ,348837.209302
Focus Forward,"new Date(2013,1,1)",3299,0.96,5000000.0,Advertising & Marketing,75,Wayne,PA,66666.6666667
SmartCEO,"new Date(2013,1,1)",3305,0.96,4900000.0,Media,38,Baltimore,MD,128947.368421
MyDailyMoment.com,"new Date(2013,1,1)",3313,0.96,5900000.0,Media,16,New York,NY,368750.0
Linoma Software,"new Date(2013,1,1)",3322,0.95,4900000.0,Software,22,Ashland,NE,222727.272727
Soap Creative,"new Date(2013,1,1)",3335,0.95,3200000.0,Advertising & Marketing,25,Los Angeles,CA,128000.0
Distribution One,"new Date(2013,1,1)",3336,0.95,4900000.0,Software,35,Mt. Laurel,NJ,140000.0
3C Software,"new Date(2013,1,1)",3337,0.95,9600000.0,Software,33,Atlanta,GA,290909.090909
Barber Martin Agency,"new Date(2013,1,1)",3339,0.95,29100000.0,Advertising & Marketing,29,Richmond,VA,1003448.27586
Sundog,"new Date(2013,1,1)",3347,0.94,10400000.0,Advertising & Marketing,96,Fargo,ND,108333.333333
HDS,"new Date(2013,1,1)",3354,0.94,12500000.0,Advertising & Marketing,48,Pittsburgh,PA,260416.666667
Saveology.com,"new Date(2013,1,1)",3368,0.93,226800000.0,Advertising & Marketing,1528,Margate,FL,148429.319372
Dean Evans & Associates,"new Date(2013,1,1)",3369,0.93,15700000.0,Software,73,Centennial,CO,215068.493151
DaviesMoore,"new Date(2013,1,1)",3373,0.93,8900000.0,Advertising & Marketing,15,Boise,ID,593333.333333
TicketNetwork.com,"new Date(2013,1,1)",3377,0.92,213700000.0,Software,441,South Windsor,CT,484580.498866
Restoration Media,"new Date(2013,1,1)",3391,0.92,6300000.0,Advertising & Marketing,33,Tustin,CA,190909.090909
eFileCabinet,"new Date(2013,1,1)",3400,0.92,3000000.0,Software,28,Lehi,UT,107142.857143
Shopatron,"new Date(2013,1,1)",3402,0.91,15800000.0,Software,153,San Luis Obispo,CA,103267.973856
ALPI International,"new Date(2013,1,1)",3404,0.91,5200000.0,Advertising & Marketing,30,Oakland,CA,173333.333333
Solstice Consulting,"new Date(2013,1,1)",3409,0.91,12800000.0,Software,90,Chicago,IL,142222.222222
Formula PR,"new Date(2013,1,1)",3410,0.91,12500000.0,Advertising & Marketing,92,San Diego,CA,135869.565217
Funnel Design Group,"new Date(2013,1,1)",3430,0.9,4300000.0,Advertising & Marketing,13,oklahoma city,OK,330769.230769
Thycotic Software,"new Date(2013,1,1)",3431,0.9,4400000.0,Software,23,Washington,DC,191304.347826
Proforma Promotionally Yours,"new Date(2013,1,1)",3432,0.9,3200000.0,Advertising & Marketing,13,Kansas City,KS,246153.846154
Opus Events Agency,"new Date(2013,1,1)",3465,0.89,22500000.0,Advertising & Marketing,85,Beaverton,OR,264705.882353
Worthwhile,"new Date(2013,1,1)",3475,0.88,2200000.0,Advertising & Marketing,25,Greenville,SC,88000.0
Catalyst Repository Systems,"new Date(2013,1,1)",3484,0.88,34900000.0,Software,145,Denver,CO,240689.655172
"Skyline Exhibits & Events (Columbus, OH)","new Date(2013,1,1)",3488,0.88,4300000.0,Advertising & Marketing,16,Columbus,OH,268750.0
National Positions,"new Date(2013,1,1)",3491,0.88,13000000.0,Advertising & Marketing,590,Agoura Hills,CA,22033.8983051
Coverity,"new Date(2013,1,1)",3501,0.87,60500000.0,Software,257,San Francisco,CA,235408.560311
Market Street Solutions,"new Date(2013,1,1)",3511,0.87,5200000.0,Software,15,Chattanooga,TN,346666.666667
Metova,"new Date(2013,1,1)",3523,0.87,3400000.0,Software,29,Franklin,TN,117241.37931
Rescue Social Change Group,"new Date(2013,1,1)",3529,0.86,4500000.0,Advertising & Marketing,34,San Diego,CA,132352.941176
Smartware Group,"new Date(2013,1,1)",3536,0.86,2700000.0,Software,24,Center Harbor,NH,112500.0
Charter Financial Publishing Network,"new Date(2013,1,1)",3537,0.86,10900000.0,Media,32,Shrewsbury,NJ,340625.0
Envision Technology Marketing Group,"new Date(2013,1,1)",3548,0.86,9800000.0,Advertising & Marketing,35,San Jose,CA,280000.0
Influence Graphics,"new Date(2013,1,1)",3549,0.86,4100000.0,Advertising & Marketing,24,New York,NY,170833.333333
Adlucent,"new Date(2013,1,1)",3551,0.86,11700000.0,Advertising & Marketing,83,Austin,TX,140963.855422
Concinnity Marketing,"new Date(2013,1,1)",3555,0.86,2600000.0,Advertising & Marketing,25,Winston-Salem,NC,104000.0
Beck Ag,"new Date(2013,1,1)",3556,0.86,7300000.0,Advertising & Marketing,16,Wayne,NE,456250.0
Duffey Petrosky,"new Date(2013,1,1)",3572,0.85,10900000.0,Advertising & Marketing,75,Farmington Hills,MI,145333.333333
Program Productions,"new Date(2013,1,1)",3573,0.85,20700000.0,Media,3300,Lombard,IL,6272.72727273
Sensis,"new Date(2013,1,1)",3577,0.85,12300000.0,Advertising & Marketing,39,Los Angeles,CA,315384.615385
Orange Legal Technologies,"new Date(2013,1,1)",3578,0.85,6000000.0,Software,75,Salt Lake City,UT,80000.0
Pinnacle Exhibits,"new Date(2013,1,1)",3580,0.85,31700000.0,Advertising & Marketing,114,Hillsboro,OR,278070.175439
Portent,"new Date(2013,1,1)",3586,0.84,3700000.0,Advertising & Marketing,38,Seattle,WA,97368.4210526
Stream Companies,"new Date(2013,1,1)",3588,0.84,26600000.0,Advertising & Marketing,68,Malvern,PA,391176.470588
Burdette Ketchum,"new Date(2013,1,1)",3590,0.84,6000000.0,Advertising & Marketing,26,Jacksonville,FL,230769.230769
Post Beam,"new Date(2013,1,1)",3594,0.84,5900000.0,Advertising & Marketing,32,New York,NY,184375.0
Dimension Design,"new Date(2013,1,1)",3631,0.83,12800000.0,Advertising & Marketing,92,Glenview,IL,139130.434783
LSN Mobile,"new Date(2013,1,1)",3635,0.83,9000000.0,Media,27,Atlanta,GA,333333.333333
Automation Control Products,"new Date(2013,1,1)",3642,0.82,4400000.0,Software,26,Alpharetta,GA,169230.769231
Kutir,"new Date(2013,1,1)",3647,0.82,5900000.0,Software,70,Newark,CA,84285.7142857
Titan SEO,"new Date(2013,1,1)",3655,0.81,4100000.0,Advertising & Marketing,20,San Diego,CA,205000.0
Practice Velocity,"new Date(2013,1,1)",3669,0.81,20300000.0,Software,238,Machesney Park,IL,85294.1176471
Insight Resource Group,"new Date(2013,1,1)",3681,0.8,11100000.0,Advertising & Marketing,20,Orinda,CA,555000.0
Marathon Data Systems,"new Date(2013,1,1)",3683,0.8,19800000.0,Software,103,Wall Township,NJ,192233.009709
EventPro Strategies,"new Date(2013,1,1)",3687,0.8,11700000.0,Advertising & Marketing,5637,Scottsdale,AZ,2075.57211283
Service Repair Solutions,"new Date(2013,1,1)",3692,0.8,100900000.0,Software,496,Las Vegas,NV,203427.419355
Dean Media Group,"new Date(2013,1,1)",3694,0.8,10600000.0,Advertising & Marketing,17,Chicago,IL,623529.411765
Liquid Interactive,"new Date(2013,1,1)",3695,0.8,2800000.0,Advertising & Marketing,35,Breinigsville,PA,80000.0
Logic Solutions,"new Date(2013,1,1)",3703,0.79,8500000.0,Software,234,Ann Arbor,MI,36324.7863248
Tour de Force CRM,"new Date(2013,1,1)",3706,0.79,2900000.0,Software,26,Findlay,OH,111538.461538
Saxum,"new Date(2013,1,1)",3710,0.79,4100000.0,Advertising & Marketing,28,Oklahoma City,OK,146428.571429
Lifescript,"new Date(2013,1,1)",3712,0.79,36000000.0,Advertising & Marketing,71,Mission Viejo,CA,507042.253521
Advantage Media Group,"new Date(2013,1,1)",3722,0.79,2600000.0,Media,15,Charleston,SC,173333.333333
Hargrove,"new Date(2013,1,1)",3723,0.78,100800000.0,Advertising & Marketing,243,Lanham,MD,414814.814815
Knock,"new Date(2013,1,1)",3732,0.78,20600000.0,Advertising & Marketing,51,Minneapolis,MN,403921.568627
Dinerware,"new Date(2013,1,1)",3744,0.78,6000000.0,Software,33,Seattle,WA,181818.181818
Location3 Media,"new Date(2013,1,1)",3750,0.77,24500000.0,Advertising & Marketing,72,Denver,CO,340277.777778
Hyland Software,"new Date(2013,1,1)",3751,0.77,236700000.0,Software,1486,Westlake,OH,159286.675639
Panthera Interactive,"new Date(2013,1,1)",3769,0.77,8000000.0,Advertising & Marketing,13,Henderson,NV,615384.615385
Switch,"new Date(2013,1,1)",3777,0.77,48500000.0,Advertising & Marketing,1430,St. Louis,MO,33916.0839161
Flexera Software,"new Date(2013,1,1)",3778,0.77,200000000.0,Software,528,Schaumburg,IL,378787.878788
SMA,"new Date(2013,1,1)",3791,0.76,16200000.0,Software,73,Kingwood,TX,221917.808219
Freddie Georges Production Group,"new Date(2013,1,1)",3793,0.76,8200000.0,Advertising & Marketing,24,La Palma,CA,341666.666667
Strategic Planning Online,"new Date(2013,1,1)",3795,0.76,2200000.0,Software,18,Coral Springs,FL,122222.222222
AIS,"new Date(2013,1,1)",3798,0.76,60500000.0,Software,296,Reston,VA,204391.891892
Concentric Marketing,"new Date(2013,1,1)",3802,0.75,4000000.0,Advertising & Marketing,22,Charlotte,NC,181818.181818
VST Consulting,"new Date(2013,1,1)",3808,0.75,7200000.0,Software,107,Iselin,NJ,67289.7196262
DynamiCard Plastic Postcards,"new Date(2013,1,1)",3810,0.75,4100000.0,Advertising & Marketing,6,Escondido,CA,683333.333333
Bayshore Solutions,"new Date(2013,1,1)",3811,0.75,7800000.0,Advertising & Marketing,53,Tampa,FL,147169.811321
Vubiquity,"new Date(2013,1,1)",3818,0.75,256300000.0,Media,429,Reston,VA,597435.897436
IMG Business Solutions,"new Date(2013,1,1)",3831,0.74,2900000.0,Advertising & Marketing,11,San Francisco,CA,263636.363636
Urban Science,"new Date(2013,1,1)",3850,0.73,146600000.0,Software,839,Detroit,MI,174731.8236
VUE Software,"new Date(2013,1,1)",3858,0.73,11200000.0,Software,250,Coconut Creek,FL,44800.0
Sage Communications,"new Date(2013,1,1)",3860,0.73,12300000.0,Advertising & Marketing,50,McLean,VA,246000.0
ePrize,"new Date(2013,1,1)",3861,0.73,65200000.0,Advertising & Marketing,400,Pleasant Ridge,MI,163000.0
SmartLinx Solutions,"new Date(2013,1,1)",3868,0.73,7000000.0,Software,54,N. Charleston,SC,129629.62963
Mudd,"new Date(2013,1,1)",3877,0.72,52100000.0,Advertising & Marketing,259,Cedar Falls,IA,201158.301158
BusinessOnline,"new Date(2013,1,1)",3879,0.72,7200000.0,Advertising & Marketing,37,San Diego,CA,194594.594595
Shoptech Software,"new Date(2013,1,1)",3884,0.72,22900000.0,Software,141,Glastonbury,CT,162411.347518
Imagination,"new Date(2013,1,1)",3886,0.72,15500000.0,Advertising & Marketing,90,Chicago,IL,172222.222222
Customer Magnetism,"new Date(2013,1,1)",3888,0.72,3800000.0,Advertising & Marketing,23,Virginia Beach,VA,165217.391304
MicroPact,"new Date(2013,1,1)",3894,0.72,17700000.0,Software,130,Herndon,VA,136153.846154
Bomgar,"new Date(2013,1,1)",3904,0.71,40900000.0,Software,198,Ridgeland,MS,206565.656566
Monk Development,"new Date(2013,1,1)",3905,0.71,2100000.0,Software,21,San Diego,CA,100000.0
Atomic Object,"new Date(2013,1,1)",3908,0.71,5500000.0,Software,38,Grand Rapids,MI,144736.842105
Mercury Promotions & Fulfillment,"new Date(2013,1,1)",3919,0.71,18700000.0,Advertising & Marketing,50,Sterling Heights,MI,374000.0
Parallel Path,"new Date(2013,1,1)",3927,0.7,2100000.0,Advertising & Marketing,22,Boulder,CO,95454.5454545
Intermarkets,"new Date(2013,1,1)",3931,0.7,21800000.0,Advertising & Marketing,45,Reston,VA,484444.444444
Strata Decision Technology,"new Date(2013,1,1)",3932,0.7,17500000.0,Software,90,Chicago,IL,194444.444444
iCIMS,"new Date(2013,1,1)",3933,0.7,37400000.0,Software,234,Matawan,NJ,159829.059829
Element Payment Services,"new Date(2013,1,1)",3937,0.7,34200000.0,Software,87,Chandler,AZ,393103.448276
CellTrust,"new Date(2013,1,1)",3940,0.7,4900000.0,Software,38,Scottsdale,AZ,128947.368421
Foodmix Marketing Communications,"new Date(2013,1,1)",3952,0.69,9200000.0,Advertising & Marketing,35,Elmhurst,IL,262857.142857
WTWH Media,"new Date(2013,1,1)",3956,0.69,5900000.0,Media,32,Cleveland,OH,184375.0
Dealer Product Services,"new Date(2013,1,1)",3963,0.69,19200000.0,Advertising & Marketing,150,Long Grove,IL,128000.0
Website Pipeline,"new Date(2013,1,1)",3964,0.69,3500000.0,Software,26,Greenville,SC,134615.384615
AB Data,"new Date(2013,1,1)",3969,0.69,76500000.0,Advertising & Marketing,273,Milwaukee,WI,280219.78022
Nexus Direct,"new Date(2013,1,1)",3970,0.69,10200000.0,Advertising & Marketing,31,Virginia Beach,VA,329032.258065
BlueWater Technologies,"new Date(2013,1,1)",3977,0.68,59100000.0,Media,166,Southfield,MI,356024.096386
Evolve Media,"new Date(2013,1,1)",4010,0.67,99000000.0,Advertising & Marketing,348,Los Angeles,CA,284482.758621
Prosek Partners,"new Date(2013,1,1)",4020,0.67,15000000.0,Advertising & Marketing,62,Fairfield,CT,241935.483871
Griffin & Associates,"new Date(2013,1,1)",4022,0.67,2000000.0,Advertising & Marketing,10,Albuquerque,NM,200000.0
WPromote,"new Date(2013,1,1)",4026,0.66,13900000.0,Advertising & Marketing,85,El Segundo,CA,163529.411765
Veracity Solutions,"new Date(2013,1,1)",4029,0.66,7300000.0,Software,55,Salt Lake City,UT,132727.272727
Be Found Online,"new Date(2013,1,1)",4036,0.66,2700000.0,Advertising & Marketing,25,Chicago,IL,108000.0
Emerald Data Solutions,"new Date(2013,1,1)",4041,0.66,4000000.0,Software,19,Marietta,GA,210526.315789
Kobie Marketing,"new Date(2013,1,1)",4042,0.66,17200000.0,Advertising & Marketing,85,Saint Petersburg,FL,202352.941176
Red Door Interactive,"new Date(2013,1,1)",4045,0.66,17400000.0,Advertising & Marketing,61,San Diego,CA,285245.901639
PCD Group,"new Date(2013,1,1)",4047,0.66,3700000.0,Advertising & Marketing,15,Portland,OR,246666.666667
Image Locations,"new Date(2013,1,1)",4048,0.66,5900000.0,Media,28,Beverly Hills,CA,210714.285714
ChannelInsight,"new Date(2013,1,1)",4066,0.65,8600000.0,Software,100,Denver,CO,86000.0
DesignSensory,"new Date(2013,1,1)",4070,0.65,2000000.0,Advertising & Marketing,21,Knoxville,TN,95238.0952381
Bader Rutter,"new Date(2013,1,1)",4086,0.65,37000000.0,Advertising & Marketing,244,Brookfield,WI,151639.344262
Merritt Group,"new Date(2013,1,1)",4088,0.65,9200000.0,Advertising & Marketing,40,Reston,VA,230000.0
90octane,"new Date(2013,1,1)",4098,0.64,4500000.0,Advertising & Marketing,47,Denver,CO,95744.6808511
AMP Agency,"new Date(2013,1,1)",4102,0.64,28700000.0,Advertising & Marketing,92,Boston,MA,311956.521739
Cvision Technologies,"new Date(2013,1,1)",4128,0.63,5200000.0,Software,28,Forest Hills,NY,185714.285714
"Skyline Exhibits & Events (Dallas/Fort Worth, TX)","new Date(2013,1,1)",4135,0.63,7800000.0,Advertising & Marketing,29,Grand Prairie,TX,268965.517241
Meltwater Group,"new Date(2013,1,1)",4152,0.63,124500000.0,Software,805,San Francisco,CA,154658.385093
Everyday Health,"new Date(2013,1,1)",4153,0.62,146400000.0,Media,602,New York,NY,243189.368771
Community Impact Newspaper,"new Date(2013,1,1)",4156,0.62,9700000.0,Media,83,Pflugerville,TX,116867.46988
Edulence,"new Date(2013,1,1)",4158,0.62,2000000.0,Software,15,New York,NY,133333.333333
Vision Graphics,"new Date(2013,1,1)",4160,0.62,22000000.0,Advertising & Marketing,127,Loveland,CO,173228.346457
Cahaba Media Group,"new Date(2013,1,1)",4161,0.62,5100000.0,Media,25,Birmingham,AL,204000.0
Gimmal,"new Date(2013,1,1)",4163,0.62,21100000.0,Software,103,Houston,TX,204854.368932
Motivators.com,"new Date(2013,1,1)",4166,0.62,13200000.0,Advertising & Marketing,55,westbury,NY,240000.0
Binary Tree,"new Date(2013,1,1)",4169,0.62,21100000.0,Software,73,Newark,NJ,289041.09589
Proforma Graphic Services,"new Date(2013,1,1)",4176,0.62,6800000.0,Advertising & Marketing,19,Columbus,OH,357894.736842
